Busname,Bustype,Starttime,Endtime,Seatavailable,Duration,Price,Rating,Route_name,Route_link
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:20,26 Seats available,08h 20m,INR 899,"4.1
57",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,04:00,17 Seats available,06h 45m,INR 999,"3.1
6",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
FAST LINE BUS,A/C Sleeper (2+1),21:15,04:00,18 Seats available,06h 45m,INR 1099,"3.5
5",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,04:30,38 Seats available,08h 30m,INR 1000,"3.3
4",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,A/C Seater / Sleeper (2+1),22:30,05:00,28 Seats available,06h 30m,INR 900,"2.1
8",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
NS Transports,Non A/C Seater / Sleeper (2+1),22:30,05:00,26 Seats available,06h 30m,INR 849,4.1,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
NS Transports,Non A/C Seater / Sleeper (2+1),22:30,05:01,26 Seats available,06h 31m,INR 849,4.1,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DA Transports,A/C Sleeper (2+1),21:45,04:20,17 Seats available,06h 35m,INR 1200,3.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:20,22 Seats available,07h 20m,INR 1199,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:30,04:00,22 Seats available,06h 30m,899,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,04:01,17 Seats available,06h 46m,INR 999,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:45,24 Seats available,07h 45m,INR 1199,3.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:30,03:55,20 Seats available,06h 25m,INR 999,3.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SAAM BUS,VE A/C Sleeper (2+1),21:45,04:10,19 Seats available,06h 25m,1110,4.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,A/C Semi Sleeper (2+2),22:30,06:30,39 Seats available,08h 00m,INR 900,3.3,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Sam Tourist,A/C Sleeper (2+1),22:45,05:30,25 Seats available,06h 45m,INR 1299,3.1,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Sam Tourist,A/C Sleeper (2+1),22:45,05:35,22 Seats available,06h 50m,1234,2.6,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:15,05:10,1 Seat available,07h 55m,INR 709,"4.3
92",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,NON A/C Sleeper (2+1),22:45,05:20,11 Seats available,06h 35m,INR 1049,"4.3
229",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,17 Seats available,07h 15m,INR 999,"4.2
324",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
AdAshoka Travel and Logistics,A/C Sleeper (2+1),21:45,05:30,3 Seats available,07h 45m,INR 1200,"4.2
184",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,05:15,9 Seats available,07h 45m,INR 1199,"4.5
32",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,06:10,3 Seats available,08h 10m,INR 900,"4.2
17",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,05:25,6 Seats available,07h 25m,INR 1199,"4.1
137",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
AdAshoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,5 Seats available,07h 15m,900,"3.6
122",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,A/C Sleeper (2+1),22:15,05:45,17 Seats available,07h 30m,INR 1249,"4.5
263",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,4 Seats available,06h 00m,INR 1299,"4.2
211",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,5 Seats available,07h 30m,INR 1100,"4.1
245",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
P K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,16 Seats available,07h 15m,INR 850,"3.8
76",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),22:00,06:00,18 Seats available,08h 00m,INR 999,"3.9
230",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,16 Seats available,07h 05m,INR 899,"3.8
138",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Rukma Travels,A/C Seater/Sleeper (2+1),21:30,05:00,17 Seats available,07h 30m,INR 899,"3.7
15",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,1 Seat available,07h 35m,INR 900,"3.9
105",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
DLT BUS,A/C Sleeper (2+1),22:30,06:00,17 Seats available,07h 30m,INR 1349,"3.8
15",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,2 Seats available,07h 00m,INR 900,"3.5
30",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,04:45,31 Seats available,07h 15m,INR 800,"3.5
22",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
P K Travels,A/C Sleeper (2+1),22:15,05:30,13 Seats available,07h 15m,INR 1300,"3.4
39",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Arya Travels,A/C Sleeper (2+1),19:45,05:10,2 Seats available,09h 25m,INR 1299,"3.6
81",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,04:45,26 Seats available,07h 15m,INR 851,3.5,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),22:00,05:30,7 Seats available,07h 30m,800,"2.8
98",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Sam Tourist,A/C Sleeper (2+1),22:35,06:05,28 Seats available,07h 30m,1234,"2.3
22",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Arya Travels,A/C Sleeper (2+1),21:40,05:30,4 Seats available,07h 50m,INR 2100,"2.4
8",Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,16 Seats available,06h 15m,INR 800,"4.6
95",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DLT BUS,A/C Sleeper (2+1),23:45,06:30,11 Seats available,06h 45m,INR 999,"4.4
78",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55,21:45,36 Seats available,07h 50m,INR 799,"4.4
142",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,16 Seats available,06h 15m,INR 800,"4.7
47",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),23:10,06:30,31 Seats available,07h 20m,INR 550,"3.1
82",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DLT BUS,A/C Sleeper (2+1),23:59,06:30,12 Seats available,06h 31m,INR 999,"4.4
15",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Suraj Holidays,VE A/C Sleeper (2+1),23:58,07:15,20 Seats available,07h 17m,INR 980,"3.4
40",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:15,05:30,27 Seats available,06h 15m,INR 699,"4.3
14",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Bharathi Travels,A/C Sleeper (2+1),17:20,23:48,22 Seats available,06h 28m,INR 790,"4.3
14",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,07:15,26 Seats available,07h 45m,INR 850,"3.2
35",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),23:55,06:45,20 Seats available,06h 50m,INR 799,"3.6
18",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),23:50,06:45,26 Seats available,06h 55m,INR 799,"3.9
10",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
PSK Travels,Bharat Benz A/C Sleeper (2+1),17:35,23:35,14 Seats available,06h 00m,INR 1290,"3.9
5",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Suraj Holidays,VE A/C Sleeper (2+1),23:59,07:15,21 Seats available,07h 16m,INR 980,"3.0
6",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:50,06:30,23 Seats available,06h 40m,INR 799,"2.4
20",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,A/C Seater / Sleeper (2+1),22:30,05:30,30 Seats available,07h 00m,INR 600,"2.8
15",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06:30,38 Seats available,06h 45m,INR 650,"2.8
5",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:16,05:30,31 Seats available,06h 14m,599,"2.9
4",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Bharathi Travels,A/C Sleeper (2+1),17:00,23:48,24 Seats available,06h 48m,INR 790,"1.6
5",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,06:30,23 Seats available,06h 35m,INR 799,"2.0
4",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),23:35,06:00,28 Seats available,06h 25m,INR 649,4.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
P K Travels,A/C Seater / Sleeper (2+1),23:50,06:45,22 Seats available,06h 55m,INR 900,4.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),23:36,06:00,28 Seats available,06h 24m,INR 649,4.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
PSK Travels,Bharat Benz A/C Sleeper (2+1),17:05,23:35,14 Seats available,06h 30m,INR 1290,3.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:57,21:45,34 Seats available,07h 48m,INR 799,"3.9
35",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,A/C Semi Sleeper (2+2),19:00,01:15,1 Seat available,06h 15m,INR 899,"3.9
25",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,A/C Semi Sleeper (2+2),19:05,01:15,1 Seat available,06h 10m,INR 899,"3.7
22",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,23:10,16 Seats available,07h 20m,INR 900,3.2,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,23:10,16 Seats available,07h 20m,INR 900,3.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:45,23:30,23 Seats available,06h 45m,INR 1000,"3.2
6",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SAAM BUS,VE A/C Sleeper (2+1),23:05,06:00,24 Seats available,06h 55m,833,4.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SAAM BUS,VE A/C Sleeper (2+1),23:06,06:00,24 Seats available,06h 54m,INR 900,4.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),00:00,07:45,27 Seats available,07h 45m,INR 799,3.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),00:00,07:45,24 Seats available,07h 45m,INR 799,3.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:10,05:30,30 Seats available,06h 20m,INR 699,3.4,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:11,05:30,30 Seats available,06h 19m,599,3.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:35,06:00,49 Seats available,07h 25m,INR 2399,3.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:30,23:30,23 Seats available,07h 00m,INR 1000,2.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Madhavi Travels,A/C Sleeper (2+1),18:50,03:00,15 Seats available,08h 10m,INR 1099,"5.0
4",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:59,04:30,34 Seats available,04h 31m,INR 999,"3.5
4",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),23:00,04:30,25 Seats available,05h 30m,INR 800,"2.5
13",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Sonia Travels,A/C Seater/Sleeper (2+1),19:10,02:29,11 Seats available,07h 19m,INR 800,4.1,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),23:59,07:00,26 Seats available,07h 01m,INR 800,"3.0
22",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Holy Maria Travels,A/C Semi Sleeper (2+2),18:20,02:10,22 Seats available,07h 50m,INR 700,3.7,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),18:00,03:00,16 Seats available,09h 00m,INR 900,3.7,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Ubc travels,A/C Semi Sleeper (2+2),17:30,01:00,1 Seat available,07h 30m,INR 700,3.7,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Arjun Holidays,A/C Seater Push Back (2+2),23:50,05:30,28 Seats available,05h 40m,INR 650,3.6,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Arjun Holidays,A/C Seater Push Back (2+2),23:20,05:00,32 Seats available,05h 40m,INR 749,3.6,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50,04:30,12 Seats available,08h 40m,INR 1099,"4.5
76",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,26 Seats available,09h 30m,INR 600,"3.9
117",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,05:00,24 Seats available,08h 30m,740,"3.2
86",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:00,18 Seats available,09h 00m,971,"3.7
33",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:00,06:00,35 Seats available,09h 00m,INR 800,"2.7
62",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),20:40,04:30,34 Seats available,07h 50m,INR 999,"3.7
10",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:01,05:00,1 Seat available,10h 59m,INR 850,"2.9
19",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),19:30,04:30,25 Seats available,09h 00m,INR 800,"2.3
18",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),21:35,07:00,26 Seats available,09h 25m,INR 800,"3.4
127",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,05:30,28 Seats available,09h 15m,740,"3.0
47",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:00,03:00,12 Seats available,11h 00m,INR 1250,2.9,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Galaxy Tours,A/C Semi Sleeper (2+2),21:00,06:00,6 Seats available,09h 00m,INR 800,"2.5
19",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Aadithya Travels,A/C Seater/Sleeper (2+1),14:25,01:45,15 Seats available,11h 20m,INR 1350,2.3,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Arjun Holidays,A/C Seater Push Back (2+2),20:30,05:30,26 Seats available,09h 00m,INR 650,3.6,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
NS Transports,NON A/C Sleeper (2+1),21:45,05:45,12 Seats available,08h 00m,INR 699,"4.3
190",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),20:30,05:20,20 Seats available,08h 50m,INR 649,"4.0
176",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels 1,A/C Sleeper (2+1),21:45,05:00,14 Seats available,07h 15m,INR 1000,"4.1
118",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
AdKalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:30,05:00,25 Seats available,07h 30m,INR 700,"3.9
57",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,Volvo A/C Semi Sleeper (2+2),21:45,04:50,16 Seats available,07h 05m,INR 999,"4.7
49",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,A/C Sleeper (2+1),21:45,05:10,14 Seats available,07h 25m,INR 949,"4.3
30",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
DLT BUS,A/C Sleeper (2+1),21:00,05:30,13 Seats available,08h 30m,INR 850,"4.5
14",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,20 Seats available,08h 30m,INR 700,"4.3
325",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
P K Travels,A/C Sleeper (2+1),21:00,05:00,16 Seats available,08h 00m,INR 1100,"4.1
39",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,A/C Sleeper (2+1),21:15,05:30,8 Seats available,08h 15m,INR 949,"4.6
263",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,A/C Sleeper (2+1),21:15,05:00,13 Seats available,07h 45m,INR 899,"4.0
16",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,7 Seats available,08h 15m,INR 1000,"4.4
202",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),21:00,05:15,29 Seats available,08h 15m,INR 900,"4.0
98",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,05:30,21 Seats available,08h 15m,449,"3.8
119",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,NON A/C Sleeper (2+1),21:30,05:00,8 Seats available,07h 30m,INR 799,"3.8
31",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Arya Travels,A/C Sleeper (2+1),21:20,05:30,15 Seats available,08h 10m,INR 895,"3.2
51",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,14 Seats available,07h 30m,INR 800,"3.9
244",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:00,05:00,33 Seats available,08h 00m,INR 700,"3.7
73",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
P K Travels,NON A/C Semi Sleeper (2+2),20:30,06:30,23 Seats available,10h 00m,INR 700,"3.4
45",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:15,05:00,25 Seats available,07h 45m,INR 700,"3.2
31",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),21:30,05:00,30 Seats available,07h 30m,INR 800,"3.4
75",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels 1,NON A/C Semi Sleeper (2+2),20:45,05:00,9 Seats available,08h 15m,INR 800,"2.9
39",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,NON A/C Semi Sleeper (2+2),21:15,05:00,11 Seats available,07h 45m,INR 799,"2.9
26",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Arya Travels,A/C Seater/Sleeper (2+1),21:30,06:45,20 Seats available,09h 15m,INR 695,2.9,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,03:50,40 Seats available,04h 20m,INR 680,4.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,02:45,37 Seats available,03h 15m,INR 799,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,02:15,19 Seats available,02h 45m,INR 799,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,04:45,21 Seats available,04h 50m,650,4.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
